SIC Code,SIC Code Grouping,Merchant Type,SIC Code Group Type,Presentation
9027,0,,Other,Other
9028,0,,Other,Other
9029,0,,Other,Other
9030,0,,Other,Other
9031,0,,Other,Other
9032,0,,Other,Other
9033,0,,Other,Other
9034,0,,Other,Other
9035,0,,Other,Other
9036,0,,Other,Other
9037,0,,Other,Other
9038,0,,Other,Other
9039,0,,Other,Other
9040,0,,Other,Other
9041,0,,Other,Other
9042,0,,Other,Other
9043,0,,Other,Other
9044,0,,Other,Other
9045,0,,Other,Other
9046,0,,Other,Other
9047,0,,Other,Other
9048,0,,Other,Other
9049,0,,Other,Other
9050,0,,Other,Other
9051,0,,Other,Other
9052,0,,Other,Other
9053,0,,Other,Other
9054,0,,Other,Other
9055,0,,Other,Other
9056,0,,Other,Other
9057,0,,Other,Other
9058,0,,Other,Other
9059,0,,Other,Other
9060,0,,Other,Other
9061,0,,Other,Other
9062,0,,Other,Other
9063,0,,Other,Other
9064,0,,Other,Other
9065,0,,Other,Other
9066,0,,Other,Other
9067,0,,Other,Other
9068,0,,Other,Other
9069,0,,Other,Other
9070,0,,Other,Other
9071,0,,Other,Other
9072,0,,Other,Other
9073,0,,Other,Other
9074,0,,Other,Other
9075,0,,Other,Other
9076,0,,Other,Other
9077,0,,Other,Other
9078,0,,Other,Other
9079,0,,Other,Other
9080,0,,Other,Other
9081,0,,Other,Other
9082,0,,Other,Other
9083,0,,Other,Other
9084,0,,Other,Other
9085,0,,Other,Other
9086,0,,Other,Other
9087,0,,Other,Other
9088,0,,Other,Other
9089,0,,Other,Other
9090,0,,Other,Other
9091,0,,Other,Other
9092,0,,Other,Other
9093,0,,Other,Other
9094,0,,Other,Other
9095,0,,Other,Other
9096,0,,Other,Other
9097,0,,Other,Other
9098,0,,Other,Other
9099,0,,Other,Other
9100,0,,Other,Other
9101,0,,Other,Other
9102,0,,Other,Other
9103,0,,Other,Other
9104,0,,Other,Other
9105,0,,Other,Other
9106,0,,Other,Other
9107,0,,Other,Other
9108,0,,Other,Other
9109,0,,Other,Other
9110,0,,Other,Other
9111,0,,Other,Other
9112,0,,Other,Other
9113,0,,Other,Other
9114,0,,Other,Other
9115,0,,Other,Other
9116,0,,Other,Other
9117,0,,Other,Other
9118,0,,Other,Other
9119,0,,Other,Other
9120,0,,Other,Other
9121,0,,Other,Other
9122,0,,Other,Other
9123,0,,Other,Other
9124,0,,Other,Other
9125,0,,Other,Other
9126,0,,Other,Other
9127,0,,Other,Other
9128,0,,Other,Other
9129,0,,Other,Other
9130,0,,Other,Other
9131,0,,Other,Other
9132,0,,Other,Other
9133,0,,Other,Other
9134,0,,Other,Other
9135,0,,Other,Other
9136,0,,Other,Other
9137,0,,Other,Other
9138,0,,Other,Other
9139,0,,Other,Other
9140,0,,Other,Other
9141,0,,Other,Other
9142,0,,Other,Other
9143,0,,Other,Other
9144,0,,Other,Other
9145,0,,Other,Other
9146,0,,Other,Other
9147,0,,Other,Other
9148,0,,Other,Other
9149,0,,Other,Other
9150,0,,Other,Other
9151,0,,Other,Other
9152,0,,Other,Other
9153,0,,Other,Other
9154,0,,Other,Other
9155,0,,Other,Other
9156,0,,Other,Other
9157,0,,Other,Other
9158,0,,Other,Other
9159,0,,Other,Other
9160,0,,Other,Other
9161,0,,Other,Other
9162,0,,Other,Other
9163,0,,Other,Other
9164,0,,Other,Other
9165,0,,Other,Other
9166,0,,Other,Other
9167,0,,Other,Other
9168,0,,Other,Other
9169,0,,Other,Other
9170,0,,Other,Other
9171,0,,Other,Other
9172,0,,Other,Other
9173,0,,Other,Other
9174,0,,Other,Other
9175,0,,Other,Other
9176,0,,Other,Other
9177,0,,Other,Other
9178,0,,Other,Other
9179,0,,Other,Other
9180,0,,Other,Other
9181,0,,Other,Other
9182,0,,Other,Other
9183,0,,Other,Other
9184,0,,Other,Other
9185,0,,Other,Other
9186,0,,Other,Other
9187,0,,Other,Other
9188,0,,Other,Other
9189,0,,Other,Other
9190,0,,Other,Other
9191,0,,Other,Other
9192,0,,Other,Other
9193,0,,Other,Other
9194,0,,Other,Other
9195,0,,Other,Other
9196,0,,Other,Other
9197,0,,Other,Other
9198,0,,Other,Other
9199,0,,Other,Other
9200,0,,Other,Other
9201,0,,Other,Other
9202,0,,Other,Other
9203,0,,Other,Other
9204,0,,Other,Other
9205,0,,Other,Other
9206,0,,Other,Other
9207,0,,Other,Other
9208,0,,Other,Other
9209,0,,Other,Other
9210,0,,Other,Other
9212,0,,Other,Other
9213,0,,Other,Other
9214,0,,Other,Other
9215,0,,Other,Other
9216,0,,Other,Other
9217,0,,Other,Other
9218,0,,Other,Other
9219,0,,Other,Other
9220,0,,Other,Other
9221,0,,Other,Other
9412,0,,Other,Other
9413,0,,Other,Other
9414,0,,Other,Other
9415,0,,Other,Other
9416,0,,Other,Other
9417,0,,Other,Other
9418,0,,Other,Other
9419,0,,Other,Other
9420,0,,Other,Other
9421,0,,Other,Other
9422,0,,Other,Other
9423,0,,Other,Other
9424,0,,Other,Other
9425,0,,Other,Other
9426,0,,Other,Other
9427,0,,Other,Other
9428,0,,Other,Other
9429,0,,Other,Other
9430,0,,Other,Other
9431,0,,Other,Other
9432,0,,Other,Other
9433,0,,Other,Other
9434,0,,Other,Other
9435,0,,Other,Other
9436,0,,Other,Other
9437,0,,Other,Other
9438,0,,Other,Other
9439,0,,Other,Other
9440,0,,Other,Other
9441,0,,Other,Other
9442,0,,Other,Other
9443,0,,Other,Other
9444,0,,Other,Other
9445,0,,Other,Other
9446,0,,Other,Other
9447,0,,Other,Other
9448,0,,Other,Other
9449,0,,Other,Other
9450,0,,Other,Other
9451,0,,Other,Other
9452,0,,Other,Other
9453,0,,Other,Other
9454,0,,Other,Other
9455,0,,Other,Other
9456,0,,Other,Other
9457,0,,Other,Other
9458,0,,Other,Other
9459,0,,Other,Other
9460,0,,Other,Other
9461,0,,Other,Other
9462,0,,Other,Other
9463,0,,Other,Other
9464,0,,Other,Other
9465,0,,Other,Other
9466,0,,Other,Other
9467,0,,Other,Other
9468,0,,Other,Other
9469,0,,Other,Other
9470,0,,Other,Other
9471,0,,Other,Other
9472,0,,Other,Other
9473,0,,Other,Other
9474,0,,Other,Other
9475,0,,Other,Other
9476,0,,Other,Other
9477,0,,Other,Other
9478,0,,Other,Other
9479,0,,Other,Other
9480,0,,Other,Other
9481,0,,Other,Other
9482,0,,Other,Other
9483,0,,Other,Other
9484,0,,Other,Other
9485,0,,Other,Other
9486,0,,Other,Other
9487,0,,Other,Other
9488,0,,Other,Other
9489,0,,Other,Other
9490,0,,Other,Other
9491,0,,Other,Other
9492,0,,Other,Other
9493,0,,Other,Other
9494,0,,Other,Other
9495,0,,Other,Other
9496,0,,Other,Other
9497,0,,Other,Other
9498,0,,Other,Other
9499,0,,Other,Other
9500,0,,Other,Other
9501,0,,Other,Other
9502,0,,Other,Other
9503,0,,Other,Other
9504,0,,Other,Other
9505,0,,Other,Other
9506,0,,Other,Other
9507,0,,Other,Other
9508,0,,Other,Other
9509,0,,Other,Other
9510,0,,Other,Other
9511,0,,Other,Other
9512,0,,Other,Other
9513,0,,Other,Other
9514,0,,Other,Other
9515,0,,Other,Other
9516,0,,Other,Other
9517,0,,Other,Other
9518,0,,Other,Other
9519,0,,Other,Other
9520,0,,Other,Other
9521,0,,Other,Other
9522,0,,Other,Other
9523,0,,Other,Other
9524,0,,Other,Other
9525,0,,Other,Other
9526,0,,Other,Other
9527,0,,Other,Other
9528,0,,Other,Other
9529,0,,Other,Other
9530,0,,Other,Other
9531,0,,Other,Other
9532,0,,Other,Other
9533,0,,Other,Other
9534,0,,Other,Other
9535,0,,Other,Other
9536,0,,Other,Other
9537,0,,Other,Other
9538,0,,Other,Other
9539,0,,Other,Other
9540,0,,Other,Other
9541,0,,Other,Other
9542,0,,Other,Other
9543,0,,Other,Other
9544,0,,Other,Other
9545,0,,Other,Other
9546,0,,Other,Other
9547,0,,Other,Other
9548,0,,Other,Other
9549,0,,Other,Other
9550,0,,Other,Other
9551,0,,Other,Other
9552,0,,Other,Other
9553,0,,Other,Other
9554,0,,Other,Other
9555,0,,Other,Other
9556,0,,Other,Other
9557,0,,Other,Other
9558,0,,Other,Other
9559,0,,Other,Other
9560,0,,Other,Other
9561,0,,Other,Other
9562,0,,Other,Other
9563,0,,Other,Other
9564,0,,Other,Other
9565,0,,Other,Other
9566,0,,Other,Other
9567,0,,Other,Other
9568,0,,Other,Other
9569,0,,Other,Other
9570,0,,Other,Other
9571,0,,Other,Other
9572,0,,Other,Other
9573,0,,Other,Other
9574,0,,Other,Other
9575,0,,Other,Other
9576,0,,Other,Other
9577,0,,Other,Other
9578,0,,Other,Other
9579,0,,Other,Other
9580,0,,Other,Other
9581,0,,Other,Other
9582,0,,Other,Other
9583,0,,Other,Other
9584,0,,Other,Other
9585,0,,Other,Other
9586,0,,Other,Other
9587,0,,Other,Other
9588,0,,Other,Other
9589,0,,Other,Other
9590,0,,Other,Other
9591,0,,Other,Other
9592,0,,Other,Other
9593,0,,Other,Other
9594,0,,Other,Other
9595,0,,Other,Other
9596,0,,Other,Other
9597,0,,Other,Other
9598,0,,Other,Other
9599,0,,Other,Other
9600,0,,Other,Other
9601,0,,Other,Other
9602,0,,Other,Other
9603,0,,Other,Other
9604,0,,Other,Other
9605,0,,Other,Other
9606,0,,Other,Other
9607,0,,Other,Other
9608,0,,Other,Other
9609,0,,Other,Other
9610,0,,Other,Other
9611,0,,Other,Other
9612,0,,Other,Other
9613,0,,Other,Other
9614,0,,Other,Other
9615,0,,Other,Other
9616,0,,Other,Other
9617,0,,Other,Other
9618,0,,Other,Other
9619,0,,Other,Other
9620,0,,Other,Other
9621,0,,Other,Other
9622,0,,Other,Other
9623,0,,Other,Other
9624,0,,Other,Other
9625,0,,Other,Other
9626,0,,Other,Other
9627,0,,Other,Other
9628,0,,Other,Other
9629,0,,Other,Other
9630,0,,Other,Other
9631,0,,Other,Other
9632,0,,Other,Other
9633,0,,Other,Other
9634,0,,Other,Other
9635,0,,Other,Other
9636,0,,Other,Other
9637,0,,Other,Other
9638,0,,Other,Other
9639,0,,Other,Other
9640,0,,Other,Other
9641,0,,Other,Other
9642,0,,Other,Other
9643,0,,Other,Other
9644,0,,Other,Other
9645,0,,Other,Other
9646,0,,Other,Other
9647,0,,Other,Other
9648,0,,Other,Other
9649,0,,Other,Other
9650,0,,Other,Other
9651,0,,Other,Other
9652,0,,Other,Other
9653,0,,Other,Other
9654,0,,Other,Other
9655,0,,Other,Other
9656,0,,Other,Other
9657,0,,Other,Other
9658,0,,Other,Other
9659,0,,Other,Other
9660,0,,Other,Other
9661,0,,Other,Other
9662,0,,Other,Other
9663,0,,Other,Other
9664,0,,Other,Other
9665,0,,Other,Other
9666,0,,Other,Other
9667,0,,Other,Other
9668,0,,Other,Other
9669,0,,Other,Other
9670,0,,Other,Other
9671,0,,Other,Other
9672,0,,Other,Other
9673,0,,Other,Other
9674,0,,Other,Other
9675,0,,Other,Other
9676,0,,Other,Other
9677,0,,Other,Other
9678,0,,Other,Other
9679,0,,Other,Other
9680,0,,Other,Other
9681,0,,Other,Other
9682,0,,Other,Other
9683,0,,Other,Other
9684,0,,Other,Other
9685,0,,Other,Other
9686,0,,Other,Other
9687,0,,Other,Other
9688,0,,Other,Other
9689,0,,Other,Other
9690,0,,Other,Other
9691,0,,Other,Other
9692,0,,Other,Other
9693,0,,Other,Other
9694,0,,Other,Other
9695,0,,Other,Other
9696,0,,Other,Other
9697,0,,Other,Other
9698,0,,Other,Other
9699,0,,Other,Other
9700,0,AUTOMATED REFERRAL SERVICE,Other,Other
9701,0,VISA CREDENTIAL SERVER,Other,Other
9702,0,GCAS EMERGENCY SERVICES,Other,Other
9703,0,,Other,Other
9704,0,,Other,Other
9705,0,,Other,Other
9706,0,,Other,Other
9707,0,,Other,Other
9708,0,,Other,Other
9709,0,,Other,Other
9710,0,,Other,Other
9711,0,,Other,Other
9712,0,,Other,Other
9713,0,,Other,Other
9714,0,,Other,Other
9715,0,,Other,Other
9716,0,,Other,Other
9717,0,,Other,Other
9718,0,,Other,Other
9719,0,,Other,Other
9720,0,,Other,Other
9721,0,,Other,Other
9722,0,,Other,Other
9723,0,,Other,Other
9724,0,,Other,Other
9725,0,,Other,Other
9726,0,,Other,Other
9727,0,,Other,Other
9728,0,,Other,Other
9729,0,,Other,Other
9730,0,,Other,Other
9731,0,,Other,Other
9732,0,,Other,Other
9733,0,,Other,Other
9734,0,,Other,Other
9735,0,,Other,Other
9736,0,,Other,Other
9737,0,,Other,Other
9738,0,,Other,Other
9739,0,,Other,Other
9740,0,,Other,Other
9741,0,,Other,Other
9742,0,,Other,Other
9743,0,,Other,Other
9744,0,,Other,Other
9745,0,,Other,Other
9746,0,,Other,Other
9747,0,,Other,Other
9748,0,,Other,Other
9749,0,,Other,Other
9750,0,,Other,Other
9753,0,,Other,Other
9754,0,,Other,Other
9755,0,,Other,Other
9756,0,,Other,Other
9757,0,,Other,Other
9758,0,,Other,Other
9759,0,,Other,Other
9760,0,,Other,Other
9761,0,,Other,Other
9762,0,,Other,Other
9763,0,,Other,Other
9764,0,,Other,Other
9765,0,,Other,Other
9766,0,,Other,Other
9767,0,,Other,Other
9768,0,,Other,Other
9769,0,,Other,Other
9770,0,,Other,Other
9771,0,,Other,Other
9772,0,,Other,Other
9773,0,,Other,Other
9774,0,,Other,Other
9775,0,,Other,Other
9776,0,,Other,Other
9777,0,,Other,Other
9778,0,,Other,Other
9779,0,,Other,Other
9780,0,,Other,Other
9781,0,,Other,Other
9782,0,,Other,Other
9783,0,,Other,Other
9784,0,,Other,Other
9785,0,,Other,Other
9786,0,,Other,Other
9787,0,,Other,Other
9788,0,,Other,Other
9789,0,,Other,Other
9790,0,,Other,Other
9791,0,,Other,Other
9792,0,,Other,Other
9793,0,,Other,Other
9794,0,,Other,Other
9795,0,,Other,Other
9796,0,,Other,Other
9797,0,,Other,Other
9798,0,,Other,Other
9799,0,,Other,Other
9800,0,,Other,Other
9801,0,,Other,Other
9802,0,,Other,Other
9803,0,,Other,Other
9804,0,,Other,Other
9805,0,,Other,Other
9806,0,,Other,Other
9807,0,,Other,Other
9808,0,,Other,Other
9809,0,,Other,Other
9810,0,,Other,Other
9811,0,,Other,Other
9812,0,,Other,Other
9813,0,,Other,Other
9814,0,,Other,Other
9815,0,,Other,Other
9816,0,,Other,Other
9817,0,,Other,Other
9818,0,,Other,Other
9819,0,,Other,Other
9820,0,,Other,Other
9821,0,,Other,Other
9822,0,,Other,Other
9823,0,,Other,Other
9824,0,,Other,Other
9825,0,,Other,Other
9826,0,,Other,Other
9827,0,,Other,Other
9828,0,,Other,Other
9829,0,,Other,Other
9830,0,,Other,Other
9831,0,,Other,Other
9832,0,,Other,Other
9833,0,,Other,Other
9834,0,,Other,Other
9835,0,,Other,Other
9836,0,,Other,Other
9837,0,,Other,Other
9838,0,,Other,Other
9839,0,,Other,Other
9840,0,,Other,Other
9841,0,,Other,Other
9842,0,,Other,Other
9843,0,,Other,Other
9844,0,,Other,Other
9845,0,,Other,Other
9846,0,,Other,Other
9847,0,,Other,Other
9848,0,,Other,Other
9849,0,,Other,Other
9850,0,,Other,Other
9851,0,,Other,Other
9852,0,,Other,Other
9853,0,,Other,Other
9854,0,,Other,Other
9855,0,,Other,Other
9856,0,,Other,Other
9857,0,,Other,Other
9858,0,,Other,Other
9859,0,,Other,Other
9860,0,,Other,Other
9861,0,,Other,Other
9862,0,,Other,Other
9863,0,,Other,Other
9864,0,,Other,Other
9865,0,,Other,Other
9866,0,,Other,Other
9867,0,,Other,Other
9868,0,,Other,Other
9869,0,,Other,Other
9870,0,,Other,Other
9871,0,,Other,Other
9872,0,,Other,Other
9873,0,,Other,Other
9874,0,,Other,Other
9875,0,,Other,Other
9876,0,,Other,Other
9877,0,,Other,Other
9878,0,,Other,Other
9879,0,,Other,Other
9880,0,,Other,Other
9881,0,,Other,Other
9882,0,,Other,Other
9883,0,,Other,Other
9884,0,,Other,Other
9885,0,,Other,Other
9886,0,,Other,Other
9887,0,,Other,Other
9888,0,,Other,Other
9889,0,,Other,Other
9890,0,,Other,Other
9891,0,,Other,Other
9892,0,,Other,Other
9893,0,,Other,Other
9894,0,,Other,Other
9895,0,,Other,Other
9896,0,,Other,Other
9897,0,,Other,Other
9898,0,,Other,Other
9899,0,,Other,Other
9900,0,,Other,Other
9901,0,,Other,Other
9902,0,,Other,Other
9903,0,,Other,Other
9904,0,,Other,Other
9905,0,,Other,Other
9906,0,,Other,Other
9907,0,,Other,Other
9908,0,,Other,Other
9909,0,,Other,Other
9910,0,,Other,Other
9911,0,,Other,Other
9912,0,,Other,Other
9913,0,,Other,Other
9914,0,,Other,Other
9915,0,,Other,Other
9916,0,,Other,Other
9917,0,,Other,Other
9918,0,,Other,Other
9919,0,,Other,Other
9920,0,,Other,Other
9921,0,,Other,Other
9922,0,,Other,Other
9923,0,,Other,Other
9924,0,,Other,Other
9925,0,,Other,Other
9926,0,,Other,Other
9927,0,,Other,Other
9928,0,,Other,Other
9929,0,,Other,Other
9930,0,,Other,Other
9931,0,,Other,Other
9932,0,,Other,Other
9933,0,,Other,Other
9934,0,,Other,Other
9935,0,,Other,Other
9936,0,,Other,Other
9937,0,,Other,Other
9938,0,,Other,Other
9939,0,,Other,Other
9940,0,,Other,Other
9941,0,,Other,Other
9942,0,,Other,Other
9943,0,,Other,Other
9944,0,,Other,Other
9945,0,,Other,Other
9946,0,,Other,Other
9947,0,,Other,Other
9948,0,,Other,Other
9949,0,,Other,Other
9950,0,INTRA-COMPANY PURCHASES,Other,Other
9951,0,,Other,Other
9952,0,,Other,Other
9953,0,,Other,Other
9954,0,,Other,Other
9955,0,,Other,Other
9956,0,,Other,Other
9957,0,,Other,Other
9958,0,,Other,Other
9959,0,,Other,Other
9960,0,,Other,Other
9961,0,,Other,Other
9962,0,,Other,Other
9963,0,,Other,Other
9964,0,,Other,Other
9965,0,,Other,Other
9966,0,,Other,Other
9967,0,,Other,Other
9968,0,,Other,Other
9969,0,,Other,Other
9970,0,,Other,Other
9971,0,,Other,Other
9972,0,,Other,Other
9973,0,,Other,Other
9974,0,,Other,Other
9975,0,,Other,Other
9976,0,,Other,Other
9977,0,,Other,Other
9978,0,,Other,Other
9979,0,,Other,Other
9980,0,,Other,Other
9981,0,,Other,Other
9982,0,,Other,Other
9983,0,,Other,Other
9984,0,,Other,Other
9985,0,,Other,Other
9986,0,,Other,Other
9987,0,,Other,Other
9988,0,,Other,Other
9989,0,,Other,Other
9990,0,,Other,Other
9991,0,,Other,Other
9992,0,,Other,Other
9993,0,,Other,Other
9994,0,,Other,Other
9995,0,,Other,Other
9996,0,,Other,Other
9997,0,,Other,Other
9998,0,,Other,Other
9999,0,,Other,Other
3000,1,UNITED AIRLINES,Airlines,Travel
3001,1,AMERICAN AIRLINES,Airlines,Travel
3002,1,PAN AMERICAN,Airlines,Travel
3003,1,Eurofly Airlines,Airlines,Travel
3004,1,TRANS WORLD AIRLINES,Airlines,Travel
3005,1,BRITISH AIRWAYS,Airlines,Travel
3006,1,JAPAN AIRLINES,Airlines,Travel
3007,1,AIR FRANCE,Airlines,Travel
3008,1,LUFTHANSA,Airlines,Travel
3009,1,AIR CANADA,Airlines,Travel
3010,1,KLM (ROYAL DUTCH AIRLINES),Airlines,Travel
3011,1,AEORFLOT,Airlines,Travel
3012,1,QUANTAS,Airlines,Travel
3013,1,ALITALIA,Airlines,Travel
3014,1,SAUDIA ARABIAN AIRLINES,Airlines,Travel
3015,1,SWISSAIR,Airlines,Travel
3016,1,SAS,Airlines,Travel
3017,1,SOUTH AFRICAN AIRWAYS,Airlines,Travel
3018,1,VARIG (BRAZIL),Airlines,Travel
3019,1,German Wings,Airlines,Travel
3020,1,AIR-INDIA,Airlines,Travel
3021,1,AIR ALGERIE,Airlines,Travel
3022,1,PHILIPPINE AIRLINES,Airlines,Travel
3023,1,MEXICANA,Airlines,Travel
3024,1,PAKISTAN INTERNATIONAL,Airlines,Travel
3025,1,AIR NEW ZEALAND,Airlines,Travel
3026,1,Emirates Airlines,Airlines,Travel
3027,1,UTA/INTERAIR,Airlines,Travel
3028,1,AIR MALTA,Airlines,Travel
3029,1,SABENA,Airlines,Travel
3030,1,AEROLINEAS ARGENTINAS,Airlines,Travel
3031,1,OLYMPIC AIRWAYS,Airlines,Travel
3032,1,EL AL,Airlines,Travel
3033,1,ANSETT AIRLINES,Airlines,Travel
3034,1,AUSTRAINLIAN AIRLINES,Airlines,Travel
3035,1,TAP (PORTUGAL),Airlines,Travel
3036,1,VASP (BRAZIL),Airlines,Travel
3037,1,EGYPTAIR,Airlines,Travel
3038,1,JAPAN AIRLINES,Airlines,Travel
3039,1,Avianca,Airlines,Travel
3040,1,GULF AIR (BAHRAIN),Airlines,Travel
3041,1,BALKAN-BULGARIAN AIRLINES,Airlines,Travel
3042,1,FINNAIR,Airlines,Travel
3043,1,AER LINGUS,Airlines,Travel
3044,1,AIR LANKA,Airlines,Travel
3045,1,NIGERIA AIRWAYS,Airlines,Travel
3046,1,CRUZEIRO DO SUL (BRAZIJ),Airlines,Travel
3047,1,THY (TURKEY),Airlines,Travel
3048,1,ROYAL AIR MAROC,Airlines,Travel
3049,1,TUNIS AIR,Airlines,Travel
3050,1,ICELANDAIR,Airlines,Travel
3051,1,AUSTRIAN AIRLINES,Airlines,Travel
3052,1,LANCHILE,Airlines,Travel
3053,1,AVIACO (SPAIN),Airlines,Travel
3054,1,LADECO (CHILE),Airlines,Travel
3055,1,LAB (BOLIVIA),Airlines,Travel
3056,1,QUEBECAIRE,Airlines,Travel
3057,1,EASTWEST AIRLINES (AUSTRALIA),Airlines,Travel
3058,1,DELTA,Airlines,Travel
3059,1,,Airlines,Travel
3060,1,NORTHWEST,Airlines,Travel
3061,1,CONTINENTAL,Airlines,Travel
3062,1,WESTERN,Airlines,Travel
3063,1,US AIR,Airlines,Travel
3064,1,Australian Airlines,Airlines,Travel
3065,1,AIRINTER,Airlines,Travel
3066,1,SOUTHWEST,Airlines,Travel
3067,1,,Airlines,Travel
3068,1,Air Astana,Airlines,Travel
3069,1,,Airlines,Travel
3070,1,,Airlines,Travel
3071,1,AIR BRITISH COLUBIA,Airlines,Travel
3072,1,Cebu Pacific Airlines,Airlines,Travel
3073,1,,Airlines,Travel
3074,1,,Airlines,Travel
3075,1,SINGAPORE AIRLINES,Airlines,Travel
3076,1,AEROMEXICO,Airlines,Travel
3077,1,THAI AIRWAYS,Airlines,Travel
3078,1,CHINA AIRLINES,Airlines,Travel
3079,1,etstar Airways,Airlines,Travel
3080,1,,Airlines,Travel
3081,1,NORDAIR,Airlines,Travel
3082,1,KOREAN AIRLINES,Airlines,Travel
3083,1,AIR AFRIGUE,Airlines,Travel
3084,1,EVA AIRLINES,Airlines,Travel
3085,1,"MIDWEST EXPRESS AIRLINES, INC.",Airlines,Travel
3086,1,,Airlines,Travel
3087,1,METRO AIRLINES,Airlines,Travel
3088,1,CROATIA AIRLINES,Airlines,Travel
3089,1,TRANSAERO,Airlines,Travel
3090,1,UNI Airways Corporation,Airlines,Travel
3091,1,,Airlines,Travel
3092,1,MIDWAY AIRLINES,Airlines,Travel
3093,1,,Airlines,Travel
3094,1,ZAMBIA AIRWAYS,Airlines,Travel
3095,1,,Airlines,Travel
3096,1,AIR ZIMBABWE,Airlines,Travel
3097,1,Spanair,Airlines,Travel
3098,1,Asiana Airlines,Airlines,Travel
3099,1,CATHAY PACIFIC,Airlines,Travel
3100,1,MALAYSIAN AIRLINE SYSTEM,Airlines,Travel
3101,1,,Airlines,Travel
3102,1,IBERIA,Airlines,Travel
3103,1,GARUDA (INDONESIA),Airlines,Travel
3104,1,,Airlines,Travel
3105,1,,Airlines,Travel
3106,1,BRAATHENS S.A.F.E. (NORWAY),Airlines,Travel
3107,1,,Airlines,Travel
3108,1,,Airlines,Travel
3109,1,,Airlines,Travel
3110,1,WINGS AIRWAYS,Airlines,Travel
3111,1,BRITISH MIDLAND,Airlines,Travel
3112,1,WINDWARD ISLAND,Airlines,Travel
